trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-970.16,-26.26,966.44,974.60,3500,
1,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1015.13,-27.53,1011.94,1019.07,3500,
2,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-984.18,-41.96,981.84,988.31,3500,
3,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-971.49,-24.88,969.90,973.71,3500,
4,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-984.79,-44.36,982.16,989.41,3500,
5,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-946.84,-24.00,945.04,949.26,3500,
6,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-988.12,-47.75,986.36,992.18,3500,
7,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-988.04,-26.11,985.34,991.43,3500,
8,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1020.92,-28.83,1018.03,1024.62,3500,
9,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-989.86,-61.75,985.56,998.01,3500,
10,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1002.42,-22.45,1000.09,1005.26,3500,
11,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-966.02,-31.56,964.51,968.56,3500,
12,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-971.55,-41.24,969.87,974.98,3500,
13,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1019.63,-114.58,1022.95,1029.15,3500,
14,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1001.95,-33.83,999.23,1005.82,3500,
15,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-985.29,-18.78,982.23,988.70,3500,
16,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-3076.89,-94.48,3077.15,3079.54,3500,
17,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1016.68,-25.01,1013.45,1020.53,3500,
18,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1011.43,-51.46,1009.41,1016.07,3500,
19,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1031.50,-68.67,1029.67,1037.90,3500,
20,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-965.84,-19.84,961.71,970.38,3500,
21,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-964.71,-52.83,960.35,971.97,3500,
22,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-990.06,-51.67,989.40,993.41,3500,
23,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-998.64,-50.40,997.81,1002.02,3500,
24,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-970.01,-21.71,967.44,973.06,3500,
25,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-974.69,-33.32,972.64,977.88,3500,
26,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-991.45,-32.47,989.76,994.20,3500,
27,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-991.07,-20.98,988.22,994.37,3500,
28,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-951.88,-36.27,950.46,954.68,3500,
29,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1018.63,-32.92,1016.79,1021.54,3500,
30,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-955.25,-21.38,951.71,959.27,3500,
31,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1003.96,-106.92,1003.34,1015.93,3500,
32,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-931.59,-85.33,930.71,940.26,3500,
33,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-3068.04,-81.31,3060.95,3077.29,3500,
34,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-988.21,-29.90,986.70,990.63,3500,
35,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-982.71,-26.42,980.18,985.94,3500,
36,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-967.68,-30.98,965.18,971.18,3500,
37,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-968.03,-26.28,966.29,970.48,3500,
38,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-975.42,-24.14,973.00,978.44,3500,
39,power_quick_10x_theta_adjacent_network,power,0,unknown,fail,1.000000,-1000.51,-33.55,998.62,1003.52,3500,
