trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.25,-0.33,0.00,2.16,3500,
1,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.36,0.44,0.00,2.16,3500,
2,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.57,0.64,0.00,1.90,3500,
3,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.13,-0.74,0.00,2.71,3500,
4,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.07,1.04,0.00,2.34,3500,
5,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.71,-1.03,0.08,2.43,3500,
6,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.01,0.14,0.00,1.04,3500,
7,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.09,-1.22,0.00,2.89,3500,
8,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.69,0.13,0.00,1.86,3500,
9,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.37,0.32,0.00,1.48,3500,
10,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.59,-0.75,0.00,2.63,3500,
11,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.11,-0.69,0.00,9.65,3500,
12,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.46,0.95,0.01,2.11,3500,
13,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.18,-0.61,0.29,2.37,3500,
14,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.69,-0.23,0.00,1.68,3500,
15,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.52,-0.35,0.00,2.42,3500,
16,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.50,-1.86,0.82,3.96,3500,
17,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.41,0.26,0.00,3.42,3500,
18,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.77,-1.04,0.00,2.97,3500,
19,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.37,0.34,0.00,1.47,3500,
20,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.61,-3.70,2.21,5.30,3500,
21,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.48,-1.82,1.14,3.55,3500,
22,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.28,-2.30,1.53,3.74,3500,
23,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.11,1.35,0.04,2.66,3500,
24,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.84,-0.89,0.00,3.04,3500,
25,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.33,-0.82,0.00,2.43,3500,
26,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.60,2.97,1.72,5.03,3500,
27,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.82,-1.70,0.00,5.66,3500,
28,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.65,-1.12,0.00,3.22,3500,
29,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.08,-1.36,0.26,2.46,3500,
30,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.62,-0.05,0.00,1.87,3500,
31,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.70,0.33,0.00,3.26,3500,
32,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.15,2.01,0.74,3.89,3500,
33,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.32,1.88,0.88,2.93,3500,
34,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.80,-0.12,0.00,1.84,3500,
35,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.58,0.80,0.00,2.26,3500,
36,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.18,0.54,0.00,1.83,3500,
37,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.05,-0.54,0.00,1.51,3500,
38,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.16,0.28,0.00,2.23,3500,
39,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.63,-0.82,0.00,2.19,3500,
40,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.37,0.88,0.00,2.00,3500,
41,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.31,0.01,0.42,2.21,3500,
42,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.04,-0.75,0.00,2.19,3500,
43,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.04,-0.62,0.00,1.57,3500,
44,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.54,-0.99,0.00,2.49,3500,
45,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.06,0.17,0.00,1.55,3500,
46,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.32,-2.08,0.76,3.44,3500,
47,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.09,0.14,0.00,1.31,3500,
48,bayesian_calibration_iteration_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.12,-1.25,0.19,2.32,3500,
