trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.11,-1.56,1.02,2.81,3500,
1,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.03,-0.76,0.00,1.78,3500,
2,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.35,-1.45,0.00,3.34,3500,
3,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.15,-0.88,0.00,2.03,3500,
4,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.38,-1.14,0.00,2.47,3500,
5,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.06,-0.17,0.00,1.23,3500,
6,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.04,0.31,0.00,1.48,3500,
7,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.80,0.73,0.00,2.77,3500,
8,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.04,0.93,0.00,3.27,3500,
9,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.30,0.22,0.00,1.24,3500,
10,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.15,-0.66,0.00,2.12,3500,
11,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.49,-0.79,0.00,1.89,3500,
12,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.46,-1.97,0.45,3.60,3500,
13,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.03,1.27,0.24,2.30,3500,
14,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.04,-0.25,0.00,3.83,3500,
15,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.76,-0.73,0.00,3.32,3500,
16,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.26,-0.82,0.00,2.55,3500,
17,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.53,-0.05,0.00,1.42,3500,
18,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.25,0.20,0.00,1.84,3500,
19,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.20,1.10,0.00,2.42,3500,
20,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,1.27,-1.70,0.34,3.92,3500,
21,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.29,-1.23,0.00,3.11,3500,
22,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.20,-1.49,0.44,3.38,3500,
23,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.44,-0.14,0.00,1.53,3500,
24,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.47,0.15,0.00,1.77,3500,
25,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.87,2.08,0.68,3.84,3500,
26,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.29,0.75,0.00,2.08,3500,
27,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.43,1.50,0.00,3.25,3500,
28,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-1.11,-0.23,0.22,2.05,3500,
29,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.76,-0.19,0.00,1.91,3500,
30,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.56,-0.73,0.00,3.20,3500,
31,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.28,0.60,0.00,1.60,3500,
32,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.23,1.64,0.08,3.23,3500,
33,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.45,1.06,0.09,2.23,3500,
34,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.30,-0.21,0.00,1.18,3500,
35,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.05,-0.52,0.00,1.87,3500,
36,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.03,-0.63,0.00,2.20,3500,
37,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,0.48,-0.87,0.00,2.22,3500,
38,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.04,-2.49,0.61,4.38,3500,
39,bayesian_calibration_quick_adjacent_network_0.0x,unknown,0,AdjacentNetwork,pass,0.000000,-0.99,0.80,0.00,2.65,3500,
