trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.31,-28.10,135.04,143.31,3500,
1,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-141.63,-38.60,140.37,153.21,3500,
2,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-144.10,-51.30,152.42,153.50,3500,
3,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-140.08,-30.81,139.87,146.99,3500,
4,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-132.54,-28.92,130.77,140.55,3500,
5,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.18,-22.47,133.33,142.73,3500,
6,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.58,-37.52,135.15,148.14,3500,
7,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-133.57,-28.42,132.23,140.88,3500,
8,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-132.71,-34.36,128.17,146.01,3500,
9,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-153.32,-43.07,153.22,165.29,3500,
10,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-138.61,-23.67,134.92,146.30,3500,
11,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.37,-25.68,135.21,142.32,3500,
12,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-139.72,-37.55,137.82,151.53,3500,
13,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-137.22,-21.31,134.68,143.05,3500,
14,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-135.97,-39.27,137.31,145.74,3500,
15,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-139.08,-25.95,135.53,147.44,3500,
16,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.67,-19.89,134.45,141.77,3500,
17,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-139.48,-28.94,138.72,146.17,3500,
18,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-133.47,-31.17,134.65,139.47,3500,
19,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.47,-29.01,134.73,144.31,3500,
20,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-141.10,-28.32,138.65,149.18,3500,
21,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-130.10,-25.06,131.95,133.04,3500,
22,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-134.38,-27.69,133.04,141.37,3500,
23,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.81,-30.53,135.40,144.95,3500,
24,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-139.44,-26.02,137.71,145.99,3500,
25,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-138.58,-30.94,136.80,147.19,3500,
26,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-139.14,-37.66,139.18,149.11,3500,
27,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-132.21,-23.12,129.44,139.00,3500,
28,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.40,-47.94,139.39,149.77,3500,
29,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-145.14,-27.32,141.42,153.95,3500,
30,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-131.13,-4.97,127.02,135.43,3500,
31,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-138.54,-23.82,136.14,145.00,3500,
32,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-144.02,-51.20,152.17,153.53,3500,
33,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-131.97,-30.14,130.75,139.98,3500,
34,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-134.54,-28.13,133.15,141.76,3500,
35,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-141.02,-30.11,138.64,149.75,3500,
36,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-134.05,-15.85,130.45,139.51,3500,
37,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.48,-25.06,134.39,143.13,3500,
38,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-141.62,-37.15,141.11,151.72,3500,
39,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-134.61,-26.27,132.60,141.70,3500,
40,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-137.06,-30.72,136.49,144.44,3500,
41,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.69,-26.77,133.89,144.68,3500,
42,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-134.41,-27.25,132.60,141.68,3500,
43,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-141.72,-35.36,141.10,151.03,3500,
44,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-130.89,-33.64,130.27,140.02,3500,
45,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-138.72,-36.61,137.82,149.12,3500,
46,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-136.70,-18.91,132.67,143.34,3500,
47,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-143.85,-31.57,139.98,154.56,3500,
48,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-138.42,-20.34,135.56,144.25,3500,
49,estimation_accuracy_quick_adjacent_network_100ns,unknown,100,AdjacentNetwork,fail,1.000000,-142.14,-48.21,144.75,155.43,3500,
