trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.60,0.57,227.18,230.01,3500,
1,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.36,-1.93,232.94,235.80,3500,
2,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,221.61,-0.45,220.12,223.09,3500,
3,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,231.23,0.65,229.90,232.57,3500,
4,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.31,1.23,225.75,228.88,3500,
5,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,217.70,-1.18,216.49,218.91,3500,
6,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.23,-2.55,228.40,230.10,3500,
7,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,221.11,-0.37,217.59,224.63,3500,
8,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,232.66,1.47,231.41,233.93,3500,
9,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,230.98,-2.47,229.47,232.52,3500,
10,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.78,-2.77,234.14,235.45,3500,
11,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,232.75,-0.36,231.85,233.65,3500,
12,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,242.19,-1.67,236.51,247.87,3500,
13,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,240.72,0.85,239.70,241.73,3500,
14,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,222.41,1.12,221.26,223.56,3500,
15,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.35,6.91,228.04,230.87,3500,
16,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.87,-0.37,228.59,231.16,3500,
17,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.65,0.07,234.67,236.62,3500,
18,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,236.33,-0.97,235.13,237.53,3500,
19,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.14,0.69,236.43,237.84,3500,
20,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,232.55,-0.46,231.52,233.57,3500,
21,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,224.49,1.55,223.29,225.69,3500,
22,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.06,-0.76,236.13,237.99,3500,
23,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,239.14,0.37,237.56,240.71,3500,
24,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.00,0.32,233.14,236.87,3500,
25,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,218.34,0.90,217.35,219.33,3500,
26,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,226.62,-1.04,225.52,227.73,3500,
27,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,252.12,-0.23,247.17,257.08,3500,
28,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.68,-0.21,233.89,235.47,3500,
29,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.66,0.39,227.02,228.31,3500,
30,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,225.04,-1.24,224.18,225.92,3500,
31,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.77,-2.18,227.03,228.52,3500,
32,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,243.38,1.88,242.19,244.58,3500,
33,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.46,2.34,237.20,239.75,3500,
34,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,233.03,-1.73,231.67,234.40,3500,
35,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.70,-1.04,229.16,230.25,3500,
36,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,233.48,1.35,232.40,234.57,3500,
37,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,236.58,0.12,233.69,239.47,3500,
38,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,245.41,1.18,244.22,246.60,3500,
39,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,250.12,-1.14,249.41,250.83,3500,
40,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.51,-1.24,233.95,235.07,3500,
41,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.44,-0.30,234.43,236.45,3500,
42,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.68,0.26,237.82,239.54,3500,
43,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.73,0.82,237.83,239.63,3500,
44,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,233.90,0.89,232.95,234.86,3500,
45,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,222.55,0.67,220.75,224.35,3500,
46,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.45,-3.24,226.90,230.06,3500,
47,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,236.22,0.14,234.98,237.46,3500,
48,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,220.19,0.50,219.14,221.25,3500,
49,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,232.87,-0.49,231.77,233.97,3500,
50,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.41,1.79,236.71,240.12,3500,
51,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,239.97,-0.09,238.32,241.61,3500,
52,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,241.82,-0.88,240.74,242.90,3500,
53,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,236.37,-0.43,235.12,237.63,3500,
54,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,241.71,0.52,240.65,242.78,3500,
55,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,220.21,-0.03,217.78,222.64,3500,
56,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.90,0.23,228.25,229.55,3500,
57,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,259.02,0.62,257.66,260.37,3500,
58,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.58,1.53,233.52,237.66,3500,
59,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.25,-0.92,225.99,228.51,3500,
60,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.13,2.80,232.77,237.53,3500,
61,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,226.77,-0.80,225.39,228.16,3500,
62,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.94,1.77,234.70,241.20,3500,
63,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,230.65,-0.06,228.89,232.41,3500,
64,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.65,-5.11,225.58,233.83,3500,
65,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.98,1.27,224.77,231.20,3500,
66,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.65,-0.58,225.90,229.41,3500,
67,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.64,0.69,236.50,238.78,3500,
68,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.28,-0.20,234.07,236.49,3500,
69,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.59,0.27,234.43,236.75,3500,
70,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.14,0.96,236.99,239.29,3500,
71,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,231.50,0.89,230.42,232.59,3500,
72,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.18,-0.33,235.93,238.43,3500,
73,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.44,-0.54,227.54,229.34,3500,
74,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.51,-3.28,227.26,229.82,3500,
75,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.63,1.75,236.19,239.07,3500,
76,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,232.57,-1.04,231.28,233.87,3500,
77,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,236.64,-1.19,235.76,237.53,3500,
78,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,221.62,-1.03,220.56,222.69,3500,
79,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.54,0.45,233.17,235.90,3500,
80,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,222.23,-1.60,221.33,223.15,3500,
81,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.81,0.97,237.53,240.09,3500,
82,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,231.22,-0.19,229.89,232.54,3500,
83,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.69,1.30,226.65,228.74,3500,
84,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,235.00,0.56,234.09,235.91,3500,
85,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,224.38,1.23,217.80,230.96,3500,
86,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,225.52,3.06,223.93,227.15,3500,
87,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.25,1.17,225.88,228.62,3500,
88,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,233.86,-0.34,232.47,235.25,3500,
89,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.25,-1.13,225.83,230.67,3500,
90,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,226.13,-0.78,224.90,227.35,3500,
91,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,230.13,-2.70,228.88,231.41,3500,
92,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,231.32,0.77,229.89,232.74,3500,
93,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,240.24,0.90,233.89,246.60,3500,
94,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,226.38,-2.96,223.88,228.92,3500,
95,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,237.76,1.12,234.92,240.60,3500,
96,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,233.89,-0.25,232.39,235.38,3500,
97,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.08,-0.33,226.39,229.78,3500,
98,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.62,0.41,233.20,236.05,3500,
99,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.43,-0.63,226.51,228.34,3500,
100,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.84,1.23,226.86,230.83,3500,
101,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,241.64,2.49,240.17,243.13,3500,
102,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.27,0.28,228.38,230.17,3500,
103,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.43,-1.04,228.17,230.70,3500,
104,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,228.72,-1.34,227.47,229.98,3500,
105,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,239.85,0.97,237.62,242.09,3500,
106,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,225.16,-0.97,224.04,226.29,3500,
107,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,230.01,-1.33,229.00,231.02,3500,
108,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,226.64,-0.64,225.39,227.88,3500,
109,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,230.96,-0.37,229.74,232.19,3500,
110,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,239.64,-0.79,238.01,241.27,3500,
111,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.33,2.54,226.24,228.45,3500,
112,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,224.88,1.08,222.84,226.92,3500,
113,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,225.98,1.05,224.97,226.99,3500,
114,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,218.94,0.42,216.80,221.08,3500,
115,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,230.42,0.28,229.35,231.48,3500,
116,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,223.51,-0.42,222.37,224.66,3500,
117,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.64,-2.08,225.85,229.44,3500,
118,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,231.82,0.45,230.75,232.90,3500,
119,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.84,-1.68,233.46,236.23,3500,
120,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,238.44,-0.38,237.05,239.82,3500,
121,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.58,-0.29,232.83,236.33,3500,
122,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.48,-0.25,232.07,236.88,3500,
123,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,226.07,1.85,224.41,227.73,3500,
124,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.89,-0.13,233.80,235.99,3500,
125,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,224.72,-0.34,223.41,226.02,3500,
126,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.25,0.11,226.41,228.09,3500,
127,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,236.61,-0.89,233.53,239.68,3500,
128,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,234.64,1.35,233.55,235.73,3500,
129,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,243.34,-2.11,241.44,245.26,3500,
130,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,229.06,-0.76,227.98,230.13,3500,
131,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.23,0.48,225.77,228.70,3500,
132,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,231.89,1.03,229.95,233.83,3500,
133,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,216.48,4.53,215.30,217.76,3500,
134,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,240.39,1.61,238.70,242.09,3500,
135,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,227.83,-0.86,226.98,228.69,3500,
136,bayesian_calibration_quick_adjacent_network_2.0x,unknown,200,AdjacentNetwork,fail,1.000000,246.75,1.30,245.82,247.68,3500,
