trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-502.31,-24.93,497.53,508.33,3500,
1,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-534.30,-76.35,533.00,546.45,3500,
2,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-564.35,-76.61,559.67,579.39,3500,
3,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-508.52,-23.08,505.50,512.59,3500,
4,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-519.71,-69.84,517.30,531.46,3500,
5,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-503.79,-42.96,500.77,510.47,3500,
6,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-501.62,-30.24,495.03,510.03,3500,
7,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-506.45,-27.02,502.60,511.75,3500,
8,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-490.69,-35.80,486.90,497.08,3500,
9,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-514.60,-19.52,509.62,520.33,3500,
10,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-512.96,-28.98,509.57,517.98,3500,
11,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-511.88,-37.92,507.34,519.22,3500,
12,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-499.73,-31.48,493.42,508.03,3500,
13,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-501.40,-61.65,494.27,516.09,3500,
14,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-480.30,-34.11,473.16,489.85,3500,
15,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-480.43,-23.40,475.26,486.75,3500,
16,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-523.12,-63.20,518.72,535.13,3500,
17,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-506.82,-68.16,502.71,520.06,3500,
18,estimation_accuracy_quick_adjacent_network_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-491.37,-54.38,486.05,502.68,3500,
