source,regime,label,class_name,n,n_unique,quantization_limited,rho1,rho5,rho10,p_gt_3sigma,p_gt_5sigma,p999_sigmas,robust_sigma,iact,pw_mhat,pw_block_stationary,pw_block_circular
synthetic,N/A,synth-tail-1sigma-rho0p0-seed2,baseline,10000,9878,False,0.0016848826886518915,-0.01893132960327759,0.0035566787868271535,0.0053,0.0,3.5678691921154715,98017.6512,1.0033697653773035,1,0.4831616277350668,0.5530819967235818
synthetic,N/A,synth-tail-1sigma-rho0p0-seed2,test,10000,9861,False,0.018340306072470947,0.0034314326598039835,-0.0005994676762001792,0.0455,0.0179,7.761447114300047,105833.1771,1.036680612144942,1,2.3219938520834322,2.6580194336011793
synthetic,N/A,synth-tail-1sigma-rho0p0-seed3,baseline,10000,9860,False,0.003378920473926471,-0.00840352036835693,0.005118970883758105,0.0045,0.0,3.5341602208883947,97859.01299999999,1.006757840947853,1,0.7666349779920802,0.8775779781470943
synthetic,N/A,synth-tail-1sigma-rho0p0-seed3,test,10000,9845,False,-0.005241058409529679,0.015447783110338908,-0.012262379289925027,0.0448,0.0178,7.764816437624634,106300.1961,1.036095830850635,1,1.0391627374836505,1.189544385928244
synthetic,N/A,synth-tail-1sigma-rho0p0-seed4,baseline,10000,9840,False,-0.0007411739746103359,-0.004098471223102986,-0.002680864562479773,0.0051,0.0,3.6830654451500524,98780.44889999999,1.0,1,0.28036875084711194,0.32094210226157555
synthetic,N/A,synth-tail-1sigma-rho0p0-seed4,test,10000,9854,False,-0.009789578295059104,-0.00987856030705646,0.001540279214038698,0.0436,0.0166,7.723772553177431,105967.35239999999,1.009881208278089,1,1.5858214800939503,1.81531243441055
synthetic,N/A,synth-tail-1sigma-rho0p3-seed0,baseline,10000,9893,False,0.14917948835384592,-0.0022681864531751135,-0.011372570623510558,0.0069,0.0001,3.8622431953720855,140999.7078,1.366168612839083,1,8.08281953978195,9.252518647176766
synthetic,N/A,synth-tail-1sigma-rho0p3-seed0,test,10000,9903,False,0.08105313405649417,0.008660016094288726,-0.0027820265023973307,0.0323,0.0067,6.702185893566909,148406.7774,1.2401098848429726,1,5.794766972225742,6.633352285384453
synthetic,N/A,synth-tail-1sigma-rho0p3-seed1,baseline,10000,9899,False,0.1478939212297971,0.020689403907104324,0.0007574632743121538,0.0066,0.0001,3.880326802111731,137912.19329999998,1.519976481489811,1,8.046943383793161,9.211450700448333
synthetic,N/A,synth-tail-1sigma-rho0p3-seed1,test,10000,9900,False,0.07644598818916112,0.013624295540596649,-0.0021856385108958653,0.0318,0.0049,6.069410380397743,149112.495,1.2354815970329995,1,5.602700216513319,6.413490734599433
