ecosystem,library,primitive,test_id,expected,attacker_model,iteration,seed,samples_per_class,timer_resolution_ns,timer_name,dither_ns,tool,outcome,detected_leak,leak_probability,samples_used,decision_time_ms,status,collection_time_ms,timestamp
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,198,Pass (P=0.0%),106,1776885942
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,10000,0.223,rdtsc,0.000,dudect,fail,true,,19860,4,"max|t|=12.29, tau=-0.0872, threshold=4.5",106,1776885942
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,10000,0.223,rdtsc,0.000,tvla,fail,true,,20000,0,"|t|=12.00, threshold=4.5",106,1776885942
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,10000,0.223,rdtsc,0.000,silent,fail,true,,20000,2149,"stat=22.875, alpha=0.10, delta=1.0 (pool)",106,1776885945
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,10000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,20000,17418,"p=0.0000, alpha=0.09 (pool)",106,1776885962
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,1015,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",106,1776885963
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,197,Pass (P=0.0%),106,1776885963
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,10000,0.223,rdtsc,0.000,dudect,fail,true,,19862,6,"max|t|=13.20, tau=-0.0936, threshold=4.5",106,1776885963
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,10000,0.223,rdtsc,0.000,tvla,pass,false,,20000,0,"|t|=0.41, threshold=4.5",106,1776885963
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,10000,0.223,rdtsc,0.000,silent,pass,false,,20000,911,"stat=-0.369, alpha=0.10, delta=1.0 (pool)",106,1776885964
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,10000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,20000,17531,"p=0.0000, alpha=0.09 (pool)",106,1776885982
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,278,"sign_test(p=0.0000), alpha=0.05 (pool)",106,1776885982
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,194,Pass (P=0.0%),106,1776885982
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,10000,0.223,rdtsc,0.000,dudect,fail,true,,20000,4,"max|t|=14.31, tau=-0.1012, threshold=4.5",106,1776885982
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,10000,0.223,rdtsc,0.000,tvla,fail,true,,20000,0,"|t|=14.31, threshold=4.5",106,1776885982
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,10000,0.223,rdtsc,0.000,silent,error,false,,0,1238,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",106,1776885984
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,10000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,20000,16821,"p=0.0000, alpha=0.09 (pool)",106,1776886001
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,282,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",106,1776886001
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,195,Pass (P=0.0%),106,1776886002
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,10000,0.223,rdtsc,0.000,dudect,fail,true,,19611,5,"max|t|=7.83, tau=-0.0559, threshold=4.5",106,1776886002
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,10000,0.223,rdtsc,0.000,tvla,pass,false,,20000,0,"|t|=0.39, threshold=4.5",106,1776886002
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,10000,0.223,rdtsc,0.000,silent,pass,false,,20000,839,"stat=0.013, alpha=0.10, delta=1.0 (pool)",106,1776886003
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,10000,0.223,rdtsc,0.000,rtlf,pass,false,0.000000,20000,17262,"p=1.0000, alpha=0.09 (pool)",106,1776886020
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,279,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",106,1776886020
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,212,Pass (P=0.0%),106,1776886020
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,10000,0.223,rdtsc,0.000,dudect,fail,true,,20000,8,"max|t|=9.66, tau=-0.0683, threshold=4.5",106,1776886021
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,10000,0.223,rdtsc,0.000,tvla,fail,true,,20000,0,"|t|=9.66, threshold=4.5",106,1776886021
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,10000,0.223,rdtsc,0.000,silent,fail,true,,20000,904,"stat=0.000, alpha=0.10, delta=1.0 (pool)",106,1776886021
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,10000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,20000,18359,"p=0.0000, alpha=0.09 (pool)",106,1776886040
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,274,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",106,1776886040
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,190,Pass (P=0.0%),106,1776886040
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,10000,0.223,rdtsc,0.000,dudect,fail,true,,19818,4,"max|t|=12.01, tau=-0.0853, threshold=4.5",106,1776886040
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,10000,0.223,rdtsc,0.000,tvla,pass,false,,20000,0,"|t|=0.49, threshold=4.5",106,1776886040
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,10000,0.223,rdtsc,0.000,silent,error,false,,0,1260,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",106,1776886043
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,10000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,20000,17245,"p=0.0000, alpha=0.09 (pool)",106,1776886060
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,277,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",106,1776886060
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,205,Pass (P=0.0%),106,1776886060
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,10000,0.223,rdtsc,0.000,dudect,fail,true,,16390,7,"max|t|=6.76, tau=-0.0528, threshold=4.5",106,1776886060
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,10000,0.223,rdtsc,0.000,tvla,pass,false,,20000,0,"|t|=3.09, threshold=4.5",106,1776886060
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,10000,0.223,rdtsc,0.000,silent,fail,true,,20000,922,"stat=133.177, alpha=0.10, delta=1.0 (pool)",106,1776886061
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,10000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,20000,18711,"p=0.0000, alpha=0.09 (pool)",106,1776886080
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,10000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,20000,282,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",106,1776886080
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,10000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,10000,198,Pass (P=0.0%),106,1776886081
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,10000,0.223,rdtsc,0.000,dudect,fail,true,,19860,4,"max|t|=11.58, tau=-0.0821, threshold=4.5",106,1776886081
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,10000,0.223,rdtsc,0.000,tvla,pass,false,,20000,0,"|t|=2.45, threshold=4.5",106,1776886081
