ecosystem,library,primitive,test_id,expected,attacker_model,iteration,seed,samples_per_class,timer_resolution_ns,timer_name,dither_ns,tool,outcome,detected_leak,leak_probability,samples_used,decision_time_ms,status,collection_time_ms,timestamp
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,720,Pass (P=0.0%),108,1776887545
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,30000,0.223,rdtsc,0.000,dudect,fail,true,,59597,13,"max|t|=21.33, tau=-0.0874, threshold=4.5",108,1776887545
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=4.74, threshold=4.5",108,1776887545
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,30000,0.223,rdtsc,0.000,silent,error,false,,0,1489,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",108,1776887549
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,35095,"p=0.0000, alpha=0.09 (pool)",108,1776887584
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,1,6154005188474195364,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,1024,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",108,1776887585
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,720,Pass (P=0.0%),107,1776887586
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,30000,0.223,rdtsc,0.000,dudect,fail,true,,59937,15,"max|t|=25.31, tau=-0.1034, threshold=4.5",107,1776887586
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=7.64, threshold=4.5",107,1776887586
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,30000,0.223,rdtsc,0.000,silent,error,false,,0,1465,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",107,1776887589
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,35202,"p=0.0000, alpha=0.09 (pool)",107,1776887624
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,2,4911217489519324707,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,303,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",107,1776887624
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,723,Pass (P=0.0%),107,1776887625
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,30000,0.223,rdtsc,0.000,dudect,fail,true,,60000,14,"max|t|=24.92, tau=-0.1017, threshold=4.5",107,1776887625
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=24.92, threshold=4.5",107,1776887625
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,30000,0.223,rdtsc,0.000,silent,error,false,,0,1468,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",107,1776887628
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,34089,"p=0.0000, alpha=0.09 (pool)",107,1776887662
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,3,13926325517549521148,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,298,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",107,1776887662
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,690,Pass (P=0.0%),108,1776887663
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,30000,0.223,rdtsc,0.000,dudect,fail,true,,60000,14,"max|t|=21.12, tau=-0.0862, threshold=4.5",108,1776887663
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=21.12, threshold=4.5",108,1776887663
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,30000,0.223,rdtsc,0.000,silent,error,false,,0,1497,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",108,1776887666
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,35281,"p=0.0000, alpha=0.09 (pool)",108,1776887701
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,4,3050750541046227730,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,318,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",108,1776887701
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,711,Pass (P=0.0%),108,1776887702
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,30000,0.223,rdtsc,0.000,dudect,fail,true,,59925,16,"max|t|=26.06, tau=-0.1064, threshold=4.5",108,1776887702
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,30000,0.223,rdtsc,0.000,tvla,pass,false,,60000,0,"|t|=3.52, threshold=4.5",108,1776887702
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,30000,0.223,rdtsc,0.000,silent,error,false,,0,1814,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",108,1776887706
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,34137,"p=0.0000, alpha=0.09 (pool)",108,1776887740
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,5,15221301424657966275,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,304,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",108,1776887740
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,715,Pass (P=0.0%),108,1776887741
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,30000,0.223,rdtsc,0.000,dudect,fail,true,,59812,18,"max|t|=26.70, tau=-0.1092, threshold=4.5",108,1776887741
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,30000,0.223,rdtsc,0.000,tvla,pass,false,,60000,0,"|t|=3.91, threshold=4.5",108,1776887741
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,30000,0.223,rdtsc,0.000,silent,pass,false,,60000,1377,"stat=2.460, alpha=0.10, delta=1.0 (pool)",108,1776887742
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,35613,"p=0.0000, alpha=0.09 (pool)",108,1776887778
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,6,10417274980379140357,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,305,"sign_test(p=0.0000), alpha=0.05 (pool)",108,1776887778
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,712,Pass (P=0.0%),111,1776887779
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,30000,0.223,rdtsc,0.000,dudect,fail,true,,57839,23,"max|t|=18.83, tau=-0.0783, threshold=4.5",111,1776887779
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=11.61, threshold=4.5",111,1776887779
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,30000,0.223,rdtsc,0.000,silent,fail,true,,60000,1200,"stat=0.000, alpha=0.10, delta=1.0 (pool)",111,1776887780
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,30000,0.223,rdtsc,0.000,rtlf,pass,false,0.000000,60000,36586,"p=1.0000, alpha=0.09 (pool)",111,1776887817
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,7,10731120142020192295,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,303,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",111,1776887817
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,701,Pass (P=0.0%),108,1776887818
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,30000,0.223,rdtsc,0.000,dudect,fail,true,,59852,17,"max|t|=27.07, tau=-0.1106, threshold=4.5",108,1776887818
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=10.98, threshold=4.5",108,1776887818
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,30000,0.223,rdtsc,0.000,silent,fail,true,,60000,1451,"stat=5.635, alpha=0.10, delta=1.0 (pool)",108,1776887819
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,30000,0.223,rdtsc,0.000,rtlf,fail,true,1.000000,60000,34309,"p=0.0000, alpha=0.09 (pool)",108,1776887854
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,8,13574334748152275081,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,300,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",108,1776887854
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,9,5117884842499753759,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,716,Pass (P=0.0%),108,1776887855
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,9,5117884842499753759,30000,0.223,rdtsc,0.000,dudect,fail,true,,60000,23,"max|t|=20.92, tau=-0.0854, threshold=4.5",108,1776887855
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,9,5117884842499753759,30000,0.223,rdtsc,0.000,tvla,fail,true,,60000,0,"|t|=20.92, threshold=4.5",108,1776887855
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,9,5117884842499753759,30000,0.223,rdtsc,0.000,silent,error,false,,0,1445,"Error: SILENT failed: Error in quantile.default(max_boot, 1 - alpha) : 
  missing values and NaN's not allowed if 'na.rm' is FALSE
Calls: algorithm -> max_test -> quantile -> quantile.default
Execution halted
",108,1776887858
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,9,5117884842499753759,30000,0.223,rdtsc,0.000,rtlf,pass,false,0.000000,60000,36535,"p=1.0000, alpha=0.09 (pool)",108,1776887894
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,9,5117884842499753759,30000,0.223,rdtsc,0.000,tlsfuzzer,fail,true,1.000000,60000,309,"wilcoxon_test(p=0.0000), alpha=0.05 (pool)",108,1776887894
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,10,79716518764929837,30000,0.223,rdtsc,0.000,tacet,pass,false,0.000000,30000,712,Pass (P=0.0%),108,1776887895
Rust,RustCrypto,AES-128,rustcrypto::aes::aes128_encrypt,constant_time,AdjacentNetwork,10,79716518764929837,30000,0.223,rdtsc,0.000,dudect,fail,true,,59735,22,"max|t|=18.37, tau=-0.0751, threshold=4.5",108,1776887895
