mu_mult,phi,trials,rejections,rejection_rate,ci_low,ci_high
0.00,-0.40,30,0,0.0000,0.0000,0.1157
0.00,0.00,30,0,0.0000,0.0000,0.1157
0.00,0.40,30,0,0.0000,0.0000,0.1157
1.00,-0.40,30,0,0.0000,0.0000,0.1157
1.00,0.00,30,0,0.0000,0.0000,0.1157
1.00,0.40,30,0,0.0000,0.0000,0.1157
2.00,-0.40,30,0,0.0000,0.0000,0.1157
2.00,0.00,30,0,0.0000,0.0000,0.1157
2.00,0.40,30,0,0.0000,0.0000,0.1157
