trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-521.05,-35.12,519.02,525.44,3500,
1,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-510.92,-55.32,512.42,515.38,3500,
2,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-502.79,-61.91,504.80,508.38,3500,
3,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-513.23,-15.83,512.08,514.88,3500,
4,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-499.85,-46.37,499.36,504.63,3500,
5,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-526.49,-21.79,524.46,529.42,3500,
6,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-511.40,-32.91,510.09,514.82,3500,
7,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-509.17,-38.32,508.35,512.86,3500,
8,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-492.16,-51.32,492.48,497.18,3500,
9,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-522.71,-25.02,520.52,526.09,3500,
10,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-513.18,-26.65,511.05,516.70,3500,
11,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-500.35,-48.02,500.05,505.24,3500,
12,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-495.54,-59.92,497.17,501.13,3500,
13,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-508.94,-31.57,507.27,512.58,3500,
14,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-498.95,-45.36,498.95,503.05,3500,
15,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-498.11,-51.76,497.38,504.20,3500,
16,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-498.62,-55.84,500.08,503.39,3500,
17,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-501.09,-50.15,500.71,506.49,3500,
18,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-502.28,-47.82,501.93,507.17,3500,
19,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-496.88,-54.40,497.07,502.64,3500,
20,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-502.40,-58.67,503.70,507.92,3500,
21,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-504.19,-39.12,501.98,509.42,3500,
22,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-494.16,-51.54,493.56,500.12,3500,
23,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-518.87,-24.79,516.05,522.87,3500,
24,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-514.58,-26.28,511.52,518.98,3500,
25,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-505.56,-40.90,505.13,509.29,3500,
26,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-515.96,-15.31,514.19,518.18,3500,
27,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-508.15,-39.71,505.91,513.48,3500,
28,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-501.03,-40.32,499.15,506.15,3500,
29,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-500.25,-45.27,499.72,504.87,3500,
30,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-516.54,-31.66,514.22,520.80,3500,
31,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-508.88,-42.47,507.57,513.73,3500,
32,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-503.38,-47.10,503.22,507.94,3500,
33,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-503.65,-40.96,503.66,506.95,3500,
34,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-495.48,-55.93,496.44,500.82,3500,
35,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-499.53,-50.83,500.17,504.04,3500,
36,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-498.43,-55.66,499.06,504.00,3500,
37,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-522.96,-14.56,520.52,525.79,3500,
38,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-497.13,-46.56,496.54,502.07,3500,
39,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-509.96,-54.31,511.63,514.05,3500,
40,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-529.45,-22.82,528.26,531.62,3500,
41,power_quick_5x_theta_adjacent_network,power,0,unknown,fail,1.000000,-510.91,-47.32,510.62,515.58,3500,
