trial,test_name,test_type,injected_effect_ns,attacker_model,decision,leak_probability,shift_ns,tail_ns,ci_low_ns,ci_high_ns,samples_per_class,elapsed_ms
0,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-523.43,-69.86,522.37,533.77,3500,
1,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-500.15,-26.25,495.87,505.81,3500,
2,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-489.71,-36.85,485.78,496.42,3500,
3,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-538.68,-69.47,539.12,547.17,3500,
4,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-502.32,-59.89,495.50,516.26,3500,
5,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-492.94,-23.12,488.22,498.75,3500,
6,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-500.77,-55.32,498.47,509.16,3500,
7,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-521.79,-62.37,515.25,535.77,3500,
8,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-494.50,-18.83,490.37,499.35,3500,
9,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-498.14,-39.27,495.40,503.97,3500,
10,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-486.39,-64.25,485.78,495.44,3500,
11,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-501.03,-31.49,498.11,505.92,3500,
12,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-525.95,-22.68,521.77,531.11,3500,
13,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-504.69,-30.62,501.27,509.97,3500,
14,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-493.82,-19.19,489.49,498.89,3500,
15,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-531.09,-74.96,527.03,545.68,3500,
16,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-503.43,-20.40,500.55,507.13,3500,
17,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-505.44,-23.30,500.28,511.69,3500,
18,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-513.68,-23.55,506.07,522.37,3500,
19,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-503.22,-24.47,497.85,509.78,3500,
20,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-518.82,-50.53,514.23,528.33,3500,
21,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-514.54,-29.02,511.34,519.38,3500,
22,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-491.26,-22.72,486.96,496.61,3500,
23,estimation_accuracy_iteration_500ns,unknown,500,AdjacentNetwork,fail,1.000000,-512.13,-32.34,508.72,517.58,3500,
